Date,BBCA,BYAN,TPIA,BBRI,BMRI,DSSA,TLKM,ASII,BBNI,ICBP
2018-01-01,3723.926025390625,716.89794921875,1457.91748046875,2289.99267578125,2592.610107421875,1390.0,3383.59423828125,5383.9287109375,3732.603759765625,7525.1435546875
2018-01-02,3723.926025390625,723.6612548828125,1439.693603515625,2283.701416015625,2543.998779296875,1410.0,3360.73193359375,5319.0625,3685.475341796875,7694.24853515625
2018-01-03,3723.926025390625,723.6612548828125,1403.24560546875,2271.118896484375,2495.387451171875,1390.0,3223.559326171875,5221.76220703125,3553.514892578125,7694.24853515625
2018-01-04,3779.1904296875,716.89794921875,1348.57373046875,2233.3720703125,2535.896484375,1390.0,3215.9384765625,5335.27783203125,3544.0888671875,7715.38671875
2018-01-05,3783.44140625,720.279541015625,1385.021728515625,2258.53662109375,2535.896484375,1390.0,3261.662841796875,5383.9287109375,3506.3857421875,7842.21484375
2018-01-06,3783.44140625,720.279541015625,1385.021728515625,2258.53662109375,2535.896484375,1390.0,3261.662841796875,5383.9287109375,3506.3857421875,7842.21484375
2018-01-07,3783.44140625,720.279541015625,1385.021728515625,2258.53662109375,2535.896484375,1390.0,3261.662841796875,5383.9287109375,3506.3857421875,7842.21484375
2018-01-08,3800.4453125,703.37158203125,1397.1710205078125,2258.53662109375,2568.3046875,1390.0,3246.421142578125,5383.9287109375,3506.3857421875,7609.6953125
2018-01-09,3830.202392578125,710.1347045898438,1397.1710205078125,2245.953857421875,2560.20263671875,1390.0,3200.697265625,5302.845703125,3506.3857421875,7504.005859375
2018-01-10,3817.44970703125,642.5028076171875,1360.7232666015625,2220.789306640625,2560.20263671875,1390.0,3193.076904296875,5367.71240234375,3496.959716796875,7377.177734375
2018-01-11,3859.96044921875,713.516357421875,1342.4990234375,2227.080810546875,2616.915771484375,1390.0,3177.834716796875,5351.4951171875,3496.959716796875,7377.177734375
2018-01-12,3813.1982421875,693.226806640625,1342.4990234375,2227.080810546875,2625.017822265625,1390.0,3147.352294921875,5302.845703125,3496.959716796875,7482.86767578125
2018-01-13,3813.1982421875,693.226806640625,1342.4990234375,2227.080810546875,2625.017822265625,1390.0,3147.352294921875,5302.845703125,3496.959716796875,7482.86767578125
2018-01-14,3813.1982421875,693.226806640625,1342.4990234375,2227.080810546875,2625.017822265625,1390.0,3147.352294921875,5302.845703125,3496.959716796875,7482.86767578125
2018-01-15,3821.700439453125,730.4244384765625,1336.4244384765625,2233.3720703125,2657.42529296875,1390.0,3139.731689453125,5302.845703125,3581.79150390625,7482.86767578125
2018-01-16,3842.956298828125,720.279541015625,1336.4244384765625,2271.118896484375,2665.527099609375,1390.0,3208.317626953125,5335.27783203125,3619.494873046875,7482.86767578125
2018-01-17,3766.436279296875,720.279541015625,1336.4244384765625,2283.701416015625,2625.017822265625,1390.0,3200.697265625,5319.0625,3619.494873046875,7504.005859375
2018-01-18,3838.70458984375,737.1875,1312.1258544921875,2277.41015625,2633.11962890625,1390.0,3177.834716796875,5383.9287109375,3581.79150390625,7504.005859375
2018-01-19,3817.44970703125,727.042724609375,1354.6484375,2277.41015625,2616.915771484375,1390.0,3170.21435546875,5416.3623046875,3553.514892578125,7356.0400390625
2018-01-20,3817.44970703125,727.042724609375,1354.6484375,2277.41015625,2616.915771484375,1390.0,3170.21435546875,5416.3623046875,3553.514892578125,7356.0400390625
2018-01-21,3817.44970703125,727.042724609375,1354.6484375,2277.41015625,2616.915771484375,1390.0,3170.21435546875,5416.3623046875,3553.514892578125,7356.0400390625
2018-01-22,3821.700439453125,723.6612548828125,1354.6484375,2296.283935546875,2616.915771484375,1390.0,3147.352294921875,5351.4951171875,3544.0888671875,7356.0400390625
2018-01-23,3851.4580078125,728.7333984375,1360.7232666015625,2466.14599609375,2649.3232421875,1390.0,3116.86962890625,5529.8779296875,3638.345947265625,7482.86767578125
2018-01-24,3838.70458984375,737.1875,1336.4244384765625,2409.525146484375,2673.629638671875,1390.0,3033.041748046875,5659.61181640625,3666.62353515625,7482.86767578125
2018-01-25,3838.70458984375,738.87841796875,1573.3360595703125,2371.77783203125,2641.2216796875,1390.0,3025.4208984375,5659.61181640625,3619.494873046875,7461.7294921875
2018-01-26,3859.96044921875,738.87841796875,1536.8880615234375,2422.107177734375,2657.42529296875,1390.0,3162.59375,5594.74560546875,3619.494873046875,7461.7294921875
2018-01-27,3859.96044921875,738.87841796875,1536.8880615234375,2422.107177734375,2657.42529296875,1390.0,3162.59375,5594.74560546875,3619.494873046875,7461.7294921875
2018-01-28,3859.96044921875,738.87841796875,1536.8880615234375,2422.107177734375,2657.42529296875,1390.0,3162.59375,5594.74560546875,3619.494873046875,7461.7294921875
2018-01-29,3876.96435546875,733.8058471679688,1573.3360595703125,2390.651611328125,2649.3232421875,1390.0,3101.627685546875,5610.9609375,3581.79150390625,7504.005859375
2018-01-30,3876.96435546875,730.4244384765625,1585.4854736328125,2340.322265625,2608.81396484375,1390.0,3025.4208984375,5465.01171875,3478.108154296875,7356.0400390625
2018-01-31,3864.2109375,723.6612548828125,1585.4854736328125,2327.739990234375,2641.2216796875,1390.0,3040.66259765625,5513.66162109375,3544.0888671875,7377.177734375
2018-02-01,3974.73828125,710.1347045898438,1573.3360595703125,2327.739990234375,2657.42529296875,1390.0,3033.041748046875,5562.3115234375,3515.81103515625,7356.0400390625
2018-02-02,4076.763916015625,710.1347045898438,1579.410400390625,2352.904541015625,2633.11962890625,1390.0,3048.28271484375,5643.39501953125,3506.3857421875,7440.591796875
2018-02-03,4076.763916015625,710.1347045898438,1579.410400390625,2352.904541015625,2633.11962890625,1390.0,3048.28271484375,5643.39501953125,3506.3857421875,7440.591796875
2018-02-04,4076.763916015625,710.1347045898438,1579.410400390625,2352.904541015625,2633.11962890625,1390.0,3048.28271484375,5643.39501953125,3506.3857421875,7440.591796875
2018-02-05,4047.0068359375,723.6612548828125,1542.962646484375,2378.0693359375,2633.11962890625,1392.5,3055.903564453125,5529.8779296875,3496.959716796875,7398.31494140625
2018-02-06,4000.24560546875,730.4244384765625,1482.2161865234375,2315.157470703125,2600.712158203125,1392.5,3002.558837890625,5465.01171875,3421.5537109375,7398.31494140625
2018-02-07,3995.99365234375,723.6612548828125,1439.693603515625,2327.739990234375,2633.11962890625,1392.5,3033.041748046875,5481.22900390625,3600.643310546875,7461.7294921875
2018-02-08,4030.002197265625,727.042724609375,1439.693603515625,2340.322265625,2649.3232421875,1392.5,3063.524658203125,5432.57861328125,3581.79150390625,7567.41943359375
2018-02-09,4008.746826171875,727.042724609375,1621.9332275390625,2334.03125,2665.527099609375,1392.5,3010.179443359375,5319.0625,3553.514892578125,7546.28125
2018-02-10,4008.746826171875,727.042724609375,1621.9332275390625,2334.03125,2665.527099609375,1392.5,3010.179443359375,5319.0625,3553.514892578125,7546.28125
2018-02-11,4008.746826171875,727.042724609375,1621.9332275390625,2334.03125,2665.527099609375,1392.5,3010.179443359375,5319.0625,3553.514892578125,7546.28125
2018-02-12,3995.99365234375,730.4244384765625,1470.0670166015625,2390.651611328125,2657.42529296875,1392.5,3017.800048828125,5319.0625,3591.21728515625,7525.1435546875
